PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
0BZaG,6k1/6p1/1p6/p7/Pb6/1bp5/4RP1P/3R2K1 w - - 6 36,e2e8 g8f7 d1e1 c3c2,1754,75,95,16165,advancedPawn crushing defensiveMove endgame short,https://lichess.org/3ONU59QX#71,
0BZb5,2r1r3/p3kqBQ/1p6/3p1P2/2pPp2b/2P4P/PP4PK/5R2 b - - 6 37,h4f6 g7f6 e7f6 h7h4 f6g7 f5f6,1945,75,92,1573,attraction crushing exposedKing long middlegame pin,https://lichess.org/dArw0qUe/black#74,
0BZbM,4kr2/pp1b3p/1qp1p1p1/3pR1Q1/8/2N5/PPP2PPP/4R1K1 w - - 5 23,c3a4 b6f2 g1h1 f2f1 e1f1 f8f1,1080,77,89,95,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/W5MpTWPp#45,
0BZeg,7k/5R2/5N1p/4pK2/2PpPn2/P7/7p/6r1 b - - 5 43,g1g7 f7f8 g7g8 f8g8,1061,78,87,177,arabianMate endgame mate mateIn2 short,https://lichess.org/6QTS4BaV/black#86,
0BZfA,r2r1nk1/pb3qp1/1p2ppnp/2pp3Q/3P1PPN/2PBP3/PPR4P/4R1K1 w - - 0 23,h4g6 c5c4 g6e7 f7e7,1703,74,93,2352,crushing master middlegame short,https://lichess.org/NyO7Bmx7#45,
0BZm0,r1bq1r2/2p5/1Pn4p/p6Q/P1k4P/2P5/6P1/R5K1 b - - 0 27,c7b6 h5b5 c4c3 b5c6 c3d4 a1d1,2274,83,78,44,crushing fork long middlegame,https://lichess.org/GGfdEfV4/black#54,
0BZnl,1r2q1k1/3R1p1p/1p2p1p1/p1b1P2P/4BP2/3Q2P1/P6K/8 b - - 2 39,e8c8 h5g6 h7g6 e4g6,1512,75,86,149,crushing endgame short,https://lichess.org/PmylGKzI/black#78,
0BZp0,q6k/6p1/5p1p/1P6/8/1Rn1BN2/2P2PP1/5K2 w - - 10 37,b3c3 a8a1 f3e1 a1c3,996,77,89,250,advantage endgame fork short,https://lichess.org/zc7SNDdt#73,
0BZuA,2r1r3/p3kp2/1pp1P3/2q2n2/8/7R/PQ3PP1/4R1K1 b - - 0 36,f7e6 h3h7 e7d6 e1d1,1598,76,64,53,advantage middlegame short,https://lichess.org/hQKcoi30/black#72,
0BZvN,3r1rk1/ppp1b1pp/2n1b3/5p2/3P4/2PBB3/PP3PPP/RN3RK1 w - - 0 13,b1d2 f5f4 e3f4 f8f4,1252,76,90,3256,advantage middlegame short trappedPiece,https://lichess.org/HROJyjlB#25,Russian_Game Russian_Game_Damiano_Variation
0BZxs,8/1rP2pk1/3Kn1p1/p3P2p/P6P/6P1/8/2R5 b - - 2 37,b7b6 c1c6 e6c7 c6b6,2043,86,90,1201,crushing defensiveMove endgame short,https://lichess.org/LcJ4ZN2P/black#74,
